message,label
Sản phẩm tương đối nhỏ gọn  có thể để dưới sàn  trên bàn hoặc treo lên cao bằng móc xích kèm theo.  Tôi rất ấn tượng về hiệu quả hoạt động của nó.  mặc dù điện năng tiêu thụ ít  tuy nhiên việc mỗi lần sử dụng lại phải kèm theo nơi có ổ điện.  Thêm vào đó  sản phẩm không có công tắc ngắt  hay hẹn giờ ngắt là 1 điểm thiếu sót.  Tôi mong muốn sản phẩm này sẽ được cải thiện thêm,neutral
Đèn diệt muỗi khá tốt  khâu vận chuyển cần cẩn thận hơn  vừa lâu vừa bị móp méo,neutral
Chưa dùng nhưng cũng hài lòng mua đợt giảm giá không thấp hơn so với đại lý nhưng may có thêm voucher nữa nên cũng rẻ hơn.  Mong thường xuyên giảm giá sẽ ủng hộ tiếp,neutral
Sản phẩm được bảo hành 24 tháng bạn nhé.,neutral
có thể nói là dao cắt không được sắc lắm nhưng cá nhân mình thấy như vậy lại an toàn với trẻ nhỏ,neutral
xay thit co gan bi nong  phai dung dao cat nho truoc.. neu xay thit thi rat nhanh va ko bi nong may.  ,neutral
Duong may khong ky lam nhung chat lieu ok,neutral
Các bạn nói không điều chỉnh được hướng gió là các bạn hơi nhầm đó ngồi xa quạt 2 mét lấy remoto điều khiển quạt xoay nếu mà các bạn thấy mát chỗ mình thì dừng lại ok chưa,neutral
Đèn xài bằng pin nha bạn,neutral
Khăn tuy hơi mỏng nhưng được cái giặt mau khô :-),neutral
nó thiết kể rất vừa tai và êm tai của nhu cầu game thủ ... nó thiếu sot một chú là độ thông thoáng chưa cao khi chơi trên 2h thì sẽ làm nóng tai ng chơi ,neutral
Bữa bị sốt xuất Huyết  sợ quá mua con này về xài   Dùng ok   Thiêu thân thì  nhiều nhưng cũng có mũi .    Thật ra giải pháp để bảo vệ mình gồm có :    - Ngủ mùng  - Đèn côn trùng ( không ảnh hưởng SK)  - Nhang mũi ( hóa chất ...)     Tùy quyết định của từng bạn vì không có SP nào tuyệt đối cả . Cố bảo vệ mình là tốt nhất,neutral
"""Sản phẩm này đã có thương hiệu từ rất lâu .Và độ hiệu quả của nó đã được nhiều người xác nhận .Bạn cắm điện cả đêm nhưng sáng không thấy 1 con muỗi nào  ??? .Có thể bạn chưa sử dụng đúng cách .Mình có thể tóm gọn như sau :  Nếu cắm cả đêm  sáng ra không thấy muỗi chết có thể có 2 lý do:  -	Do cắm sai vị trí  khách hàng không treo lên  đặt đèn dưới đất  hiệu quả giảm. Giải pháp: treo đèn lên 1m6 – 1m8  cách cửa ra vào 3m.  -	Có thể đã bị thằn lằn  kiến ăn hết xác ruồi muỗi rồi. Giải pháp: treo đèn ở vị trí khác  kiến thằn lằn không thể tiếp xúc được với đèn.  Nếu cần tư vấn gì về sản phẩm hoặc cảm thấy sản phẩm không có công dụng tốt  Mọi người cú liên hệ trực tiếp để nhận được giải đáp thỏa đáng nhé !    Thân .     """,neutral
Nhà mình cũng từng mua 3 cây đèn D6 về xài rồi  cũng đặt cách sàn 1 - 1m2 như chỉ dẫn của nhà sản xuất. Sáng ra mình mở khay dưới tầm hơn chục con muỗi  thiêu thân các loại.  Mình có điện lên hỏi nhà cung cấp thì hồi xưa là mã well  sau này đổi sang đại sinh thôi chứ chất lượng vẫn như cũ.  Bạn thử gọi lên nhà cung cấp xem sao  chứ nhận xét kiểu vậy thấy phiến diện quá,neutral
Máy rẻ  đẹp in chất lượng tốt. Tuy nhiên giá bình mực theo máy bằng với giá mua máy là 540k. Cần chuyên gia tư vấn cách nạp mực bằng ống xi lanh ta nên mua mực gì  ở đâu trong tphcm và có cần dán băng keo lỗ khoan mực khi đổ mực xong hay không?,neutral
1. Dòng máy này chỉ in được một mặt các bạn ạ  2. Nếu chỉ in đen trắng thì cung không ảnh hưởng gì cả vì đen trắng hay mầu là do hộp mực quyết định. Dòng này có 2 hộp mực một là mực màu và một là mực đen do đó nếu bạn chỉ in đen trắng thì hộp mực màu còn nguyên nên không vấn đề gì  3. Nói chung là máy in của Canon rẻ và bền nên yên tâm về chất lượng  khi mua sẽ có mực nhưng khi thay mực thì giá sẽ tương đối cao ( đắt hơn mực máy laser nhiều đó),neutral
sản phẩm không biết có tốt không nữa,neutral
Tôi muốn mua 1 bộ này nhưng không hiểu bếp có hoạt động liên tục  8 tiếng không,neutral
thời gian giao nhận hàng tốt  máy dùng mũi khoan tường bê tông kém quá đi,neutral
Gas bật lên không đều  lúc thì phát ra tiếng &quot;phụt&quot; rất mạnh  lúc thì bật 2 đến 3 lần mới lên lửa. Mẫu mã thiết kế vừa ý. Nếu có bảo hành tận nơi thì quá tốt. Chứ như vậy thì chán quá,neutral
bảo hành ntn ? BH bao lâu ?,neutral
mua hồng ngoại xài cho tốt ~~,neutral
Mới nhận bếp. nói chung là củng dc. Nhưng không ưng ý lắm,neutral
dùng bếp hồng ngoại vậy sử dụng đun nấu trên moi  vật liêu truyền nhiệt hay phải dùng toàn bộ bằng dụng cụ inox vậy người bán,neutral
Sản phẩm nhìn chung cũng đẹp mắt  có tấm lót đỡ phải mỏi tay khi bóp. Nhưng chính tấm lót là điểm trừ lớn nhất  chất liệu dễ bám bẩn và mùi hôi  sau khi sử dụng một thời gian sẽ giảm đáng kể chất lượng sản phẩm.,neutral
Khi mình nhận đuợc hàng  cái hộp to uỳnh oàng  may mà mình có việc qua bưu điện nên sẵn dây  anh ship đã cột thùng cho mình  chứ nếu hôm đó chuyển về cơ quan chắc mình chả biết làm sao đem về cho an toàn. Nổi ỗiy  chắc chắn  sáng bóng  mội tội cái nồi số 2 của mình nắp cứ vênh vênh  không khớp nồi.,neutral
tiki giao hàng rất nhanh và đóng gói đẹp. Nhưng mà ví dài quá. Để tiền vào còn thừa 1 đoạn dài quá thể. Cũng k nhét vào túi quần nam đc. Tiếc quá. Chất liệu không tệ mà thiết kế buồn quá.,neutral
chất lượng rất khác nhau:  1 cây được gia công kỹ  lực bóp tốt. Cây còn lại nhìn qua dễ dàng thấy sự khác biệt với cây còn lại: miếng kim loại cố định nhỏ hơn  mỏng hơn và hình thù khác hẳn. Điều này dẫn tới lực bóp 2 cây có một độ chênh khá lớn!,neutral
Tạm sử dụng đỡ ghiền,neutral
"bình nước đẹp, màu sắc đep nhưng mau bong tróng sau khi sử dụng",neutral
sai số tùm lum. Tuy nhiên mình lại rất thích phần tay cầm của sản phẩm này  cầm nắm rất dễ chịu  chống trơn trượt vì được làm bằng mút. Thiết kế dây cũng đẹp và bắt mắt!,neutral
Mua được vài ngày bán luôn: - Ưu điểm: máy đẹp  vỏ nhôm  màn hình rực rỡ. - Nhược điểm: tất cả những cái còn lại  nói chung Nokia về Microsoft thì không ra gì nữa rồi  tưởng phần mềm như Nokia 206 301 515...ai dè...lạ hoắc  khó xài mà không tiện dụng chút nào.,neutral
Tuy đẹp nhưng bất tiện quá,neutral
"Lúc chưa mua thì thấy thích thú, sau khi nhận hàng thì nhìn đẹp bên ngoài nhưng bên trong chưa ung ý lắm",neutral
chỉ đủ làm đọc cho đỡ chán   mỏi mệt trong ngày sinh hoạt   làm việc lâu ngày chứ chưa có sức đẹp đẽ   đưa nhiều người thực sự quay về cái thế giới bí ẩn phức tạp .,neutral
chất lượng thì cũng tương đương với loại viết khác. Viết khá trơn  giúp cho viết nhanh hơn  mượt hơn  nhưng ngòi khá to  thích hợp cho kí tên hơn là viết.,neutral
"Sản phẩm tẩy trang này sau khi dùng da khô ráo hơi căng 1 chút xíu nên sẽ hợp cho da dầu, ngoài ra thì các da khác không phù hợp",neutral
"Chỉ mới sử dụng được vài tháng thì có lỗi xuất hiện, nhưng với giá thành như vậy thì tạm được",neutral
mua về cho mẹ dùng thử  sau 2 tuần thấy không có hiệu quả  gần hết lọ rồi!,neutral
Mình dùng 5 lọ mà không thấy hết tàn nhang  da chỉ có mịn ra thoi ,neutral
phản hồi tương đối về sản phẩm này mình cũng dùng thử 1 lọ và tặng mẹ mình 1 lọ  đối với mình sản phẩm này ko thấy giảm tàn nhang  độ mềm da cũng chưa thỏa mãn  vẫn p dùng kèm các sản phẩm khác  còn đối với da ẹ mình bị nám mảng nhưng thấy da sạm hợ  các vùng da ko nám như có vẻ đen đi  đang lăn tăn ko biết có nên dùng cố nốt sản phẩm này không  mong được lời tư vấn,neutral
đã sử dụng sp dc 11 ngày .. có thấy da căng hơn nhung nám và tàn nhang k thấy đỡ ... cố dùng hết lọ xem sao,neutral
10 ngày rồi chưa thấy kết quả gì nám vẫn còn y nguyên  cố gắng dùng hết lọ xem sao  ,neutral
dùng đúng 1 tháng rồi. Gần hết lọ mà chưa thấy chuyển biến gì cả.,neutral
chỉ thấy da mặt sáng hơn còn tàn nhang thì ko thấy đỡ tý nào cả,neutral
dùng được 1 tuần. Chưa thấy được chuyển biến tích cực nào nhưng rất sợ bị bắt nắng.,neutral
 dùng hơn 1 tuần  ngoài cảm giác hơi ran rát ở da thì cũng thấy da khá mềm mịn  nhưng các vết nám chưa thấy có dấu hiệu mờ đi chút nào. Hy vọng dùng hết lọ có cải thiện. ùng lâu dài rồi cho mình xin cái đánh giá nhỉ. Lo nhất là có tác dụng phụ hại da.,neutral
không thấy chuyển biến gì hết  không biết có nên tiếp tục hay không? cảm thấy bùn wá,neutral
Da mem nhung tan nhang van chua co tac dung gi. Ket qua hoi cham. ,neutral
1 thang roi vet tan jhang thi chua thay bot Nhung da thi thay men min hon,neutral
chất lượng thì ok nhưng bề ngoài xấu quá,neutral
Chưa dùng đến nhưng thấy bên ngoài cũng đc. Mấy bịch trước dùng ok nên lần này thấy có km thì e mua,neutral
"không có đầu sạc pin cho loa , âm thanh tốt nhưng lâu lâu hơi rè",neutral
Dùng 3 lần chưa thấy gì,neutral
 mấy hôm mà chưa thấy dấu hiệu gì,neutral
đầu mụn khô chứ k lặn hẳn vết thâm thì ko có tác dụng ,neutral
tạm chấp nhận thôi,neutral
"giao hàng hơi lâu, sảm phẩm ok",neutral
khá hài lòng với sp này. nếu 2 túi lớn đều có qoai riêng thì tốt hơn. Vì có 1 dây nên mỗi lần dùng giỏ mình lại phải tháo ra.nv hơi bất tiện.,neutral
cung kha tot ... nhung mui gi trong tui hoi qua k chiu duoc ... đã giặt một lần mà vẫn hôi ... giặt thêm lần nữa mơi het mui hôi ... ( phải ngâm xà bông cả ngày luôn! ,neutral
"Shop giao hàng nhanh  ở chỗ mình nhân viên của bưu điện đi giao hàng  nhưng khi nhận hàng mình không được kiểm tra hàng trước mà phải trả tiền trước , hơi bức xúc",neutral
hình như là hơi nhỏ. Cảm giác không yên tâm mặc dù đang tốt,neutral
"nhiều bạn mua về phát hiện ko đựng vừa laptop ( lap m 15.6 inch ) mà balo này tới 14 ak`, đổi trả thì khó khăn quá",neutral
mở được những con ốc nhẹ  khó dùng lực để ấn khi vặn,neutral
tạm ổn. Khi truyền lực mạnh bằng máy bắn vít  trục bị xoắn nên khó có thể vặn được các chi tiết được liên kết chặt. Do vậy chỉ sử dụng để dùng với các chi tiết nhỏ  đơn giản.,neutral
đã mua rất nhiều mặt hàng trên Lazada từ máy giặt  iphone  đồ điện tử đều cảm thấy ưng ý dù ý dù nhiều. Nhưng lần này mình không hài lòng 1 chút gì. Quạt không đẹp,neutral
"nam tính, cảm biến vân tay tiện lợi  cảm ứng nhạy. Máy nóng  pin trung bình  hiệu năng chưa được tối ưu tốt  camera không thật sự như quảng cáo ",neutral
"không như quảng cáo nhưng xài được thôi, thất vọng",neutral
2 túi màu giống nhau  chứ không phải 2 màu như quảng cáo.,neutral
quai mỏng quá,neutral
Hóa đơn cũng không có.,neutral
muốn mua 1 bộ này nhưng không hiểu có thể sử dụng trên mọi loại bếp hay k?,neutral
giao nhận hàng tốt  máy dùng mũi khoan tường bê tông kém không vào nhiều cần thêm lực  trụ của khoan lắc .,neutral
nói chung là tiền nào của đấy,neutral
Mẫu mã thiết kế vừa ý. Nếu có bảo hành tận nơi thì quá tốt. Hiện tình trạng như vậy thì Lazada có khắc phục được không?,neutral
Giá như Kokoro thiết kế đầu vào bẻ gặp xuống phía dưới theo chiều thẳng đứng thì tốt quá.,neutral
dùng thấy có một số điểm như sau:  theo quảng cáo thì là không có ngọn lửa nên không bị tắt bếp nhưng thực tế vẫn có ngọn lửa và khi quạt thổi vào ( cũng hới to),neutral
 được hơn một tháng thì thấy đầu đốt bị nứt  không biết vấn đề này có được bảo hành không  ,neutral
nấu chậm gấp đôi thời gian bếp thường là sao vậy!?vậy có vấn đề gì ko!?,neutral
mặt bếp làm bằng j ? bảo hành ntn ? BH bao lâu ?,neutral
mua hồng ngoại xài cho tốt ~~,neutral
nói chung là củng dc. ,neutral
bếp hồng ngoại vậy sử dụng đun nấu trên moi  vật liêu truyền nhiệt hay phải dùng toàn bộ bằng dụng cụ inox vậy người bán,neutral
 giá thanh rẻ..nhug bộ điều chỉnh đánh lửa hơi mỏng mảnh.,neutral
sáng nay tai nghe Skullcandy này  đánh giá trước tiên về ngoại hình thì tai nghe có dây mỏng nhìn không chắc chắn  nhẹ tênh giống đồ chơi bằng nhựa. Âm thanh không có gì đặc sắc  bass beat lẫn lộn  giọng của ca sĩ cũng không được đẩy nên trong rõ  chuôi cắm đôi kusc đụng vào sẽ gây nên âm thanh rè rè  giật tiếng.,neutral
dụng cụ rất tốt để tăng cường sức mạnh cho vùng cẳng tay  cánh tay. Sản phẩm nhìn chung cũng đẹp mắt  có tấm lót đỡ phải mỏi tay khi bóp. Nhưng chính tấm lót là điểm trừ lớn nhất  chất liệu dễ bám bẩn và mùi hôi ,neutral
 Khi mình nhận đuợc hàng  cái hộp to uỳnh oàng  may mà mình có việc qua bưu điện nên sẵn dây  anh ship đã cột thùng cho mình  chứ nếu hôm đó chuyển về cơ quan chắc mình chả biết làm sao đem về cho an toàn.,neutral
đóng gói đẹp. Nhưng mà ví dài quá. Để tiền vào còn thừa 1 đoạn dài quá thể. Cũng k nhét vào túi quần nam đc. Tiếc quá. Chất liệu không tệ mà thiết kế buồn quá.,neutral
"sản phẩm của Hàn quốc xài thử xem như thế nào nge mấy bạn nhận xét khá là tuyệt vời .Mình cũng tin tưởng dòng mỹ phẩm của hàn Da mình thuộc da thường nên. Rất dễ dùng mỹ phẩm , để thử",neutral
 1 cây được gia công kỹ  lực bóp tốt. Cây còn lại nhìn qua dễ dàng thấy sự khác biệt với cây còn lại: miếng kim loại cố định nhỏ hơn  mỏng hơn và hình thù khác hẳn. Điều này dẫn tới lực bóp 2 cây có một độ chênh khá lớn!,neutral
Tuy nhiên khác với điện máy khác  hình thức giao hàng chỉ qua bưu điện  không ai lắp ráp dùm. Mặt khác  trong thùng sản phẩm không có đế ráp lên tường  phải mua thêm bên ngoài về ráp  mất thời gian và tiền bạc. Cải tiến phần dịch vụ đến tay người tiêu dùng hơn nữa thì tốt.,neutral
nên cải tiến quá trình xử lý đổi trả hàng thì tốt hơn,neutral
chạy êm  giặt khá sạch quần áo và ít tốn điện nước. Tuy nhiên có 1 số điểm cần lưu ý (mình đã mắc phải  lỗi của bản thân mình) là Tiki chỉ giao và không lắp đặt  không bảo hành  điều này nên cân nhắc khi mua hàng tại các siêu thị điện máy khác.,neutral
phần chú thích biết là USB có kích thước nhỏ nhưng không nghĩ là nó nhỏ đến như vậy. Mình chưa dùng thử nên không biết có tốt hay không nhưng nhìn nó bé bé xinh xinh thì thấy thích lắm. Mong là sản phẩm này dùng tốt. Sẽ ủng hộ Tiki,neutral
Nội dung tác phẩm cũng không có điểm gì đặc biệt nhưng mới lạ ở chỗ tác giả đưa vào những vấn đề về xã hội như những vấn nạn được lòng ghép vào  cũng có thể xem như một câu chuyện tương đối ổn nhưng một số tình tiết hình như được tác giả lướt qua quá nhanh nên sẽ có cảm giác người đọc không có cảm nhận được nhiều . Còn về kết cấu  bố cục   giọng văn chắc chỉ có thể nằm ở mức tạm ổn thôi vì giọng văn khá thường thức .,neutral
nhảy này sai số tùm lum  nó đếm toàn hơn kha khá số mình nhảy :((. Tuy nhiên mình lại rất thích phần tay cầm của sản phẩm này  cầm nắm rất dễ chịu  chống trơn trượt vì được làm bằng mút. Thiết kế dây cũng đẹp và bắt mắt!,neutral
Ưu điểm: máy đẹp  vỏ nhôm  màn hình rực rỡ. - Nhược điểm: tất cả những cái còn lại  nói chung Nokia về Microsoft thì không ra gì nữa rồi  tưởng phần mềm như Nokia 206 301 515...ai dè...lạ hoắc  khó xài mà không tiện dụng chút nào.,neutral
xe Hot Wheels thì tốt  ko có gì để phàn nàn. Nhưng mình mua trên 1 xe (đơn hàng của mình là 5 xe)  thì bị gửi trùng nhau. Người bán nên lọc ra  ko nên gửi qua cho khách mẫu xe giống y hệt nhau trong cùng 1 đơn hàng.,neutral
Nếu với giá 80.000 đồng/30 gói thì chất lượng tạm được,neutral
lúc nhận được hộp bị méo nữa. Mình mua màu mirrors ash  lọ quá ít thuốc nhuộm. Tóc mình ngắn ngang vai còn k đủ chải lần đầu luôn ý. Mình tự nhuộm  tóc mình lần đầu nhuộm. Mình để hơi lâu  với chải k đều nên kết quả là trên đỉnh thành màu nâu vàng chóe kinh  chẳng liên quan gì đến màu gốc. Mình là học sinh nên đã mua màu ash  thế nhưng không như suy nghĩ nên lại phải đi ra quán nhuộm lại  cũng không xuống tông màu được là mấy,neutral
Giá thành cũng tương đối hợp lý. Tuy nhiên  dung tích lò hơi nhỏ  thời gian hoạt động dưới 15' nên không dùng được cho các loại thực phẩm to hay thời gian chế biến lâu,neutral
Giá một đôi là 650k  phí ship là 16k nữa. Ngày hôm sau lên tiki thấy mẫu y hệt mà giá chỉ có hơn 400k kèm với freeship  nhìn mà muốn rớt nước mắt. Dù sao thì giày rất đẹp nhẹ. Chỉ có điều nên mua giày rộng hơn một cỡ mình đang đi  vì nếu mua loại cùng số với cỡ giày bình thường hay mua thì sẽ có cảm giác hơi chật với kích chân,neutral
truyện hay nhưng cách dẫn truyện khiến mau mệt não,neutral
chất lượng thì cũng tương đương với loại viết khác. Viết khá trơn  giúp cho viết nhanh hơn  mượt hơn  nhưng ngòi khá to  thích hợp cho kí tên hơn là viết.,neutral
đóng gói khá cẩn thận. Về thảm thì mình không hài lòng lắm  hơi mỏng  màu nhạt hơn so với ảnh  đàn hồi tạm  đè vào thì khoảng 10 giây sau về như cũ. Tiếc nhất là chiều ngang quá hẹp  nên có nhiều động tác có thể tay/ chân không trọn trong thảm. Nói chung với giá giảm thế này thì tạm được  vẫn không gọi là rẻ. Bao đựng tốt  gọn.,neutral
dây da dành cho phái nữ này trang trọng ghê luôn ấy. Màu trắng kem làm cho tay có phần trắng hơn đôi chút. Thiết kế mặt đồng hồ to  phù hợp với cổ tay  nhưng điều làm mình không thích đó là mặt đồng hồ tuy to nhưng khó xem giờ vì số và kim rất nhỏ.,neutral
khá đẹp  chắc chắn  là hang của Lock & Lock thì sản phẩm nào cũng chất lượng từ bên ngoài. Nhưng có một điểm không thích nhất là bị rò nước  nên mình không thể để trong túi mang đi tập được  chỉ để đựng nước ở công ty thôi ~~,neutral
"đọc hoài mà vẫn không chán, nhưng cứ nhớ đến thái độ giao hàng của nhân viên là không vui",neutral
Bìa đẹp. Sách nhẹ. Cũng không có gì đặc sắc lắm. ,neutral
Nói chung màu sắc đẹp mắt; nấu cơm nhanh gọn và giu nhiệt tốt. Tuy nhiên vì không để ý kỹ thông tin san phẩm nen khi giao hàng mình mới biết loại này không có xưng hấp. Lòng nồi bằng hợp kim nhôm không có lớp chống dinh' nên hơi dinh' cơm.,neutral
"giá thành lại rất cao  thật khó để lưu lại nhiều ảnh với giá thành tấm film cao như vậy, nhưng chất lượng không chê được",neutral
"từng đọc truyện tranh về bác này cùng rất nhiều bài báo từ tiếng Anh lẫn tiếng Việt về bác nữa nhưng vẫn mua quyển này. Chưa đọc quá 10 trang vì vừa nhận sách sáng nay. Sách in chất lượng giấy không tốt lắm  cầm rất nặng  giấy quá mỏng nên nhìn thấy cả nét chữ trang sau => không hài lòng lắm nhưng vẫn thích quyển này, cho 4/5 sao",neutral
sách nhỏ gọn tập trung khá đầy đủ các thông tin sơ bộ về phương pháp ghi nhớ bằng bảng đồ tư duy. Riêng mình đã được làm quen với sơ đồ tư duy từ những năm cấp hai nên cũng không phải quá xa lạ. Tuy nhiên quyển này khá mỏng và các ví dụ thì chỉ qua loa đơn giản nên cũng hơi khó cho người mới làm quen...,neutral
"có 1 điều tôi không hài lòng ở phiên bản 2015 này đó là phần dịch ""Ngôi trường Tomoe chỉ là những toa xe lửa cũ"" chứ ko phải ""xe điện"". Đọc đến đây cảm thấy rất khó chịu  vì hình ảnh những toa xe lửa cũ kỹ là hình ảnh tôi cực kỳ ấn tượng về ngôi trường  ấy thế mà nó lại biến thành ""xe điện""..""lớp học xe điện"". Còn về Tiki  các bạn giao hàng rất nhanh nên khá hài lòng.",neutral
Về công dụng tẩy trang thì phải lau đi lau lại 4 5 lần mới sạch được lớp trang điểm nên mình chỉ dùng để lau mặt sau khi tẩy trang bằng dầu thực vật cho bớt dầu rồi dùng srm.,neutral
thảm yoga hơi mỏng  dây leo thì hơi ngắn vì vậy lúc mình mang có cảm giác không thoải mái lắm. Nhưng giá cả thì rẻ nên tạm được,neutral
khi nhận được chai nước uống của Tiki gửi là rất hài lòng. Nhưng có vài ưu nhược điểm như sau: Ưu: Đẹp mắt với màu xanh biển  chứa được lượng nước tiêu chuẩn  nắp làm bằng nhựa cũng rất dễ dùng. Nhược: Mình xem thời sự có bảo là có ký hiệu PC và số 7  loại chai nước đang ký hiệu là loại nhựa chỉ xài 1 lần và không tốt cho sức khỏe.,neutral
ít mua kẹp sách  vì hay đc khuyến mãi từ các nhà xuất bản. So vs các kẹp sách khác  thì kẹp sách ở tiki dày và bền hợn nhiều những nơi khác. Tuy vậy  nếu theo tiêu chí lựa chọn mẫu mã để mua thì tiki ko phải lựa chọn tối ưu. Một bộ của tiki chỉ có 4 loại  cùng mẫu mã nhưng khác màu. Nhiều khi cũng muốn sưu tầm các loại kẹp sách cho đẹp và bền thì hơi bị khó. Hy vọng Tiki sẽ sớm phát triển thêm các mẫu mã cho bookmark của mình  vì ngoài nhu cầu đọc sách  nhiều ng vẫn mong có bookmark đánh dấu cho các quyển sách của mình.,neutral
"ly màu hồng của mình hôm nay bị nước thám ra tờ giấy màu hồng bao xung quanh ly rồi  mình mua làm ly couple với chồng, giá ổn",neutral
đèn diệt muỗi loại này và mình sử dụng đèn trong phòng ngủ. Về hình thức dèn có thiết kế đẹp. Về tính năng thì mình thấy đèn thực sự chỉ có thể bắt muỗi được trong thời gian 1 - 2 tháng đầu  thời gian sau đó thì gần như không bắt muỗi được. Kinh nghiệm của mình là sau 1 - 2 tháng sử dụng ở một địa điểm cố định thì nên thay đổi qua phòng khác thì mới hiệu quả. Giá thành cao nhưng chưa hiệu quả lắm.,neutral
bộ muỗng này khi vừa nhìn thấy là khá xinh nhưng tiki không bán những loại muỗng có đơn vị đo khác vì ml dùng cũng khá bất tiện và kích thước lớn nhất cũng chỉ có 15ml vì v khi đong nhiều tốn khá nhiều thời gian.,neutral
"hơi buồn vì mua về tai nghe không tương thích với Sony, Với cảm nhận của mình thì chống ồn chỉ ở mức tạm thôi  nghe khoảng 30p liên tục thì đau tai. Nhưng dù sao với mức giá này  có thể tạm chấp nhận nếu bạn không yêu cầu quá cao  kiểu dáng khá năng động phù hợp hs  sv",neutral
đã mua sp này nhưng không phải trên tiki.Mình đã sử dụng dove từ lâu rồi. Dove có mùi thơm rất thích và sử dụng thì mượt tóc. Nhưng dùng được nửa chai thì tóc mình thường gàu và ngứa  phải đổi qua loại khác rồi sau mới dùng lại được. Cái này không biết vì sao. Nhưng mình khá thích dầu gội của dove,neutral
tôi vốn từ lâu đã không bị gàu nữa  nhưng lại dễ rụng tóc  khi chải rất dễ rụng  chẳng biết có nên đổi thử dầu gội hay ko  nên tôi thử dùng Dove  ban đầu dùng tốt  tạo được nhiều bột  da đầu thoải mái  tóc mượt hơn 1 chút nhưng sau khi sử dụng được gần 1 tháng thì da đầu tôi bắt đầu có gàu trở lại,neutral
vừa nhận được hộp màu tiki giao hôm qua.Tuy nhiên  hộp màu tôi nhận được bị rách chỗ phần mở của hộp giấy  không biết tại sao. Thiết kế hộp kém tiện lợi  khay nhựa đựng mềm  rất dễ làm rơi màu  mở ra mở vô hộp giấy cũng rất khó khăn  bất tiện. Tôi phải bỏ vào hộp bút  chứ lấy ra rồi thì rất mất công và tốn thời gian bỏ lại vô hộp như cũ  điểm trừ cho thiết kế trên. Trước đây có tô ké 1 chị hộp mùa cùng loại  nhưng hộp chị ấy màu cứng hơn  ít bị gãy  hộp chắc chăn hơn  kiểu 24 cây nhưng loại 12 cây x 2 hàng. của mình nhận được thì 24 cây x1 hàng  nói chung màu ok nhưng cái hộp làm giảm giá trị hộp màu ghê gớm,neutral
là thương hiệu uy tín nên khi mua cũng khá an tâm. Mình cũng có giời thiệu vài người bạn mua. Nhưng có mỗi không hài lòng là tiki giao hàng quá chậm. ,neutral
thành phần dưỡng không nhiều. Phải bôi nhiều nhiều mới thấy da có độ ẩm. Mùa đông da mình khô hay bị tróc da kiểu như mốc  bôi hàng ngày không thấy da được cải thiện  vẫn vậy. Không biết do kem không tốt hay do da mình không hợp.,neutral
mức giá 199.000 VND thì chất lượng của bộ nồi có thể tạm chấp nhận  nhưng nếu giá gốc là 500.000 VND thì Homeeasy cần phải nâng cao chất lượng của bộ nồi lên gấp chục lần so với bây giờ. Bộ nồi một đáy nhưng không quá mỏng  thành nồi hơi thấp nồi 16 và 18 cm thì nhìn đẹp nhưng nồi 24 cm thì không cân đối  xử lý mối hàn quai xấu  nhìn mặt trong nồi có thể thấy rõ  một số mối đen xì  phần vành nắp được xử lý gập vào trong lởm chởm không gọn gàng.,neutral
tôi có mua một bộ tặng đứa cháu mới học vẽ  về hình thức thì khá ổn  các loại bút màu cũng được coi là phong phú  nhưng riêng hộp màu nước khi tôi mở ra thì đã bị khô cả  có hòa lại nước vào cũng không sử dụng được!,neutral
giao hàng nhanh chóng và lịch sự - Sản phẩm mình mua về thì thấy hàng của FPT cũng khá yên tâm tuy nhiên tốc độ khá chậm so với class10   trước không để ý từ lúc em trai mình cũng mua Tiki cái thẻ UHS1 của Silicon về so sánh thì thấy rõ là chậm hơn,neutral
"Bình thường, không ấn tượng, xài tạm",neutral
hôm trước thấy giá 1 9tr đang tính mua  giờ vô đăng kí thấy tăng lên 2.5 tr.. huhu gì mà lên giá dã man vậy Lazada,neutral
đơn hàng vừa  rồi báo thành công rồi lại báo đơn hàng bị hủy không hiểu sao luôn ,neutral
Ai da nhạy cảm thì tránh xa vì mình nghi nó có cồn. Ưu điểm: Rẻ so với sản phẩm khác  chống nắng tạm được  ít trôi,neutral
xài cũng được  không ăn nhiều phấn nên khá tiết kiệm. Có điều nhỏ quá nên có cảm giác không nằm gọn trong lòng bàn tay. Cái nơ là dán vào thôi không phải có dây vòng được ngón tay đâu mọi người,neutral
mạch của WD passport KHÔNG CÓ chân SATA  mà đầu tiếp xúc và cáp usb rất nhanh chờn  nên nếu bạn mua ổ về mà có ngày ổ không nhận  gần như tới 90% là bạn sẽ không thể mở vỏ ra cắm vào máy tính thông qua cổng SATA. Nếu mua thì bạn nên xác định nếu ổ mà không nhận là dữ liệu cũng ra đi mãi mãi.,neutral
màu sắc bắt mắt  âm thanh hay  nghe gọi trong & rõ ràng. - tuy nhiên phần tai nghe hơi to nên nghe lâu bị đau tai. Do lúc Đặt hàng ko đọc kỹ nên nhận hàng mới pít của em china. Đang cố tập thói quen dùng hàng việt nên hơi buồn tí,neutral
